totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"one of the better facial sunscreens on the market :)

I have always been cautious what I put on my face and make sure that it&#039;s not something that is going to irritate me but will still protect me.  It&#039;s less than 10 bucks at wall greens.

Consistency is very light and goes on smoothly.  There is no greesy feeling.  I will be a consistent user of this 

",2016-04-24T12:41:00.000Z,2885521,thumb/h/145/0_6_2_9_2247940.JPG,JaneWhit99,1,Normal,Fair-Medium,Not Sure,Brunette,Straight,Medium,Blue,30-35,165
92,308,Neutrogena,22,Sunscreen,2,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,1,"Beware if you have sensitive skin!! Test a small area before full use if you can. My skin doesn&#039;t break out with the right products, but the wrong ones can cause cysts that cause long-lasting scars. This is one of those products. It caused a breakout almost immediately, even on my cheeks. ",2016-04-24T06:36:00.000Z,2885462,thumb/h/145/0_6_2_9_2247940.JPG,tigergirly,2,Other,Fair,Unknown,Brown,Unknown,Unknown,Hazel,36-43,239
92,308,Neutrogena,22,Sunscreen,4,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"I&#039;ve liked a lot of Neutrogena sunscreens I&#039;ve tried, but this is far and away my favorite, and the only one I use now. I use the SPF 30, for some reason the SPF 55 breaks me out. This is a thin lotion texture, not at all thick or greasy. It disappears pretty seamlessly in the skin, you do have to make sure you really work it in or you might have some white patches. I know this sunscreen works great, because I recently went hiking for about six hours, and I came back with a tiny sunburn at the top of my head where I didn&#039;t get the sunscreen, but the rest of my face was not sunburned/tan at all. That is with zero reapplication. I don&#039;t wear daily face makeup so I can&#039;t speak to how this sunscreen performs under that. It doesn&#039;t break me out, disappears well without weird pilling or white cast, and it protects me from the sun, what more could I ask for? Great sunscreen! I&#039;m interested to try Asian sunscreens, but I will always keep a bottle of this around and if it ends up being my holy grail, well I&#039;m pretty darn happy with it. Hope Neutrogena never quits making it. 

Edit: I still love this sunscreen, but wanted to add to say &quot;clear face&quot; is a bit misleading. It definitely doesn&#039;t break me out, but people break out for so many disparate reasons, and chemical sunscreen is definitely a trigger for some people. So if you think this sunscreen is breaking you out, it probably is, and I&#039;d stop using it. At least patch test first! Sunscreen is definitely one of the hardest parts to nail down in a skincare routine.",2016-04-09T11:59:00.000Z,2881640,thumb/h/145/0_6_2_9_2247940.JPG,nessyliz,4,Acne-prone,Fair-Medium,Neutral,Brunette,Wavy,Fine,Green,30-35,38
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"love it! Non greasy, doesn&#039;t give me a white cast and, as promised, hasn&#039;t broken me out. it also doesn&#039;t have a strong &quot;sunscreen&quot; smell which is a real bonus.",2015-11-28T21:25:00.000Z,2843856,thumb/h/145/0_6_2_9_2247940.JPG,iamsian,1,Dry,Fair,Neutral,Brown,Wavy,Fine,Gray,30-35,6
92,308,Neutrogena,22,Sunscreen,2,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"I normally use the L&#039;Oreal Sublime Sun (now renamed Silky Sheer), however I feel like over time my skin doesn&#039;t act so nice with it. It&#039;s not scientific though, it&#039;s probably due to a lack of sleep. I wanted to try something different, something that didn&#039;t have the alcohol denat as well, to see how it would fare. Would it be as lightweight? As absorbing?

PROS: 3 oz of product, that&#039;s almost double what you get from the L&#039;Oreal and similar filters. I feel like it protects my skin well (maybe even better). I can put on a lot of it and it absorbs pretty damn well, no obvious cast, etc. Not sure about the breakout claim, my breakouts are caused by lack of sleep or simply not cleansing well enough. I rarely get product induced breakouts.

CONS: I think the finish is a bit drier looking/feeling than the L&#039;Oreal one. Makeup doesn&#039;t apply as nice over this than the other one, but these are only things I notice when you compare them. It has a couple of extracts that also aren&#039;t good for the skin, but they are lower in the ingredient list.

OTHER: It calls itself a liquid lotion, and that&#039;s pretty much what it is. It&#039;s not super viscous because it&#039;s not a like liquid, but it&#039;s not thicker like lotions are either. It&#039;s a thinner, liquid like texture, lotion. I think it is an very good texture for sunscreen, it stays in place, but is still thin, not runny

OVERALL: I&#039;ve used this as both as my main sunscreen and as the &quot;I&#039;m not leaving the house&quot; cheap stuff since you get so much of it. I&#039;ve already bought it a couple times.",2015-10-03T15:40:00.000Z,2830294,thumb/h/145/0_6_2_9_2247940.JPG,Endit,2,Other,Fair,Neutral,Brown,Other,Medium,Brown,25-29,256
92,308,Neutrogena,22,Sunscreen,2,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"Hmm, it seems like this product does one thing for some people and the opposite for others.  I have very, very oily skin and this is the only sunscreen I&#039;ve found that doesn&#039;t make me oilier.  Granted, I&#039;ve never used expensive, high end sunscreens.  I did try that Sofina sunscreen that was supposed to be great.  (It wasn&#039;t.)  However, the only drugstore sunscreens I&#039;ve picked out to try are ones that say &quot;ultra sheer&quot; and &quot;non-greasy.&quot;  They&#039;ve all been greasy on me though!  

This sunscreen is kinda thick and has a glue-y consistency, but it absorbs quickly.  It seriously is the only one that hasn&#039;t made me oilier.  No white cast either.  I use it every day and don&#039;t spend any more time in the sun than I have to.  I don&#039;t know if it would protect me from a long day in the sun, but it&#039;s August now and so far in this Texas heat and strong sun, I haven&#039;t noticed my skin getting any darker or any more freckles, so that&#039;s a good thing.  I love this sunscreen.

If you have sensitive or irritated skin, this will sting!  It only happened to me once, though, and everything was making my skin sting that day.

The only thing I can criticize is that there is something about the cap and the way it closes that causes lots of gunky buildup around the cap.  But that&#039;s no big deal to me if the product works well.",2015-08-11T11:14:00.000Z,2816273,thumb/h/145/0_6_2_9_2247940.JPG,yvetteq,2,Very Oily,Fair-Medium,Not Sure,Brown,Wavy,Fine,Brown,36-43,17
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,3,"The good: It&#039;s fragrance free and doesn&#039;t have any kind of retinol ingredient in it as far as I know, which is good news for your skin! It doesn&#039;t feel greasy once its absorbed on the skin. Skin doesn&#039;t feel too bad with it on. It almost feels like your skin. It absorbs fast! Flash fast!
The bad: It absorbs fast! I usually apply to the bottom of my face, below my eyes, all at once and then apply with another goop on my forehead, but I couldn&#039;t completely cover the bottom of my face with one goop! I had to remember which parts I missed and touch those areas up. It also leaves this weird, residual feel on my fingers. Almost like when you have dried aerosol hairspray on your fingers. After washing my hands, drying them thoroughly, then touching my face again, my face will feel fine, like skin for a few seconds, but then it starts to feel like dried hairspray film again and it feels that way on my fingers, too. Which concerns me. Is it flaking/sloughing off? I don&#039;t really want that in a sunscreen. I used this on a road trip and reapplied every 2 hours, without washing my face first, and at the end of the day I had white spots where the sunscreen collected in the upper corners of my inner eyes near the brow bone. It also burned the first time when I applied it after toning without letting my toner thoroughly dry first. After that I haven&#039;t had a problem. 

Conclusion: I wouldn&#039;t buy this in a perfect world, but I think, for an affordable sunscreen, this is as good as your going to get. I&#039;ve tried so many others and frankly I&#039;m frustrated and might give up for awhile. At least until I&#039;ve used it all up. I just hope the sloughing off doesn&#039;t leave my skin to vulnerable to the sun. I WANT TO LOOK YOUNG FOREVAAAA!!!!

Update: I have a feeling that those who like this sunscreen aren&#039;t using enough.  It does transfer on to your hands if you touch your face. It makes my face look whiter than usual and I&#039;m pretty pale to begin with. If you apply a little in one area, then apply in the adjacent are and overlap with the previously applied area, the previously applied area will rub/flake off in little gross white bits. Make sure to blend really well so you don&#039;t have white spots. 

",2015-07-24T02:41:00.000Z,2810508,thumb/h/145/0_6_2_9_2247940.JPG,mxa6895,3,Combination,Fair,Unknown,Brunette,Unknown,Unknown,Brown,25-29,6
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"I loved the first sheer sunscreen Neutrogena brought out and when I saw this &quot;WON&#039;T CAUSE BREAKOUTS&quot;, I HAD to try it for the summer. It&#039;s been a success!!

Like others have said, it burned only slightly when I first put it on and still does from time-to-time, but it goes away very quickly. Truly oil and scent-free which are HUGE A+&#039;s in my books. I have very oily skin and if there&#039;s any amount of oil on my skin after moisturizing or throughout the day, this takes care of it.

It comes in a wide range of SPFs and I think it really does an awesome job at protecting my skin. I never burn anyway but I&#039;m trying to be more sun conscious and I had total faith in this product. My only complaint is that, like most of Neutrogena&#039;s products, it&#039;s pretty pricey for a drugstore sunscreen, but so absolutely worth it and lasts SO long. I&#039;ve had this for three months now and still have a bunch left. Recommended 100%.",2015-07-15T12:45:00.000Z,2807830,thumb/h/145/0_6_2_9_2247940.JPG,srhbtts,1,Acne-prone,Fair-Medium,Neutral,Brown,Other,Other,Brown,19-24,3
92,308,Neutrogena,22,Sunscreen,4,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"Using this while using Retin A. For my dark skin girls, if you&#039;re in search of a sunscreen that won&#039;t have you looking crazy with the white cast on your face try this out. It absorbs in to your skin almost immediately and it doesn&#039;t break you out.",2015-07-11T12:17:00.000Z,2806574,thumb/h/145/0_6_2_9_2247940.JPG,daughternature,4,Combination,Dark,Warm,Black,Wavy,Coarse,Brown,19-24,2
92,308,Neutrogena,22,Sunscreen,0,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,1,"I normally have clear skin, but it&#039;s very sensitive and acne prone. Because my current skin routine lacks SPF I&#039;ve been looking for a product that provides that while keeping my skin clear. From La Roche Posay Sunscreen to BB with spf, they all made me breakout. I saw this in the store and was a bit skeptical but I decided to give it a try. The first 3 days my skin was clear and I thought this would be my HG sunscreen.. Then I broke out like crazy on the fourth day :( Now I&#039;m off to try Cerave Moisturizing Lotion SPF 30. ",2015-06-27T14:50:00.000Z,2802296,thumb/h/145/0_6_2_9_2247940.JPG,AGisellee,0,Combination,Olive,Neutral,Brunette,Wavy,Fine,Green,19-24,3
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"Absolutely cannot say enough good things about this stuff. While I use the SPF 60 because my skin&#039;s so fair and prone to burning easily, and it works wonderfully. My skin&#039;s dry to the touch within a minute or two of applying, and it stays that way all day. I can easily apply it before putting on my makeup with no worries. I also have very sensitive combination skin, and this is the only face sunscreen that&#039;s never given me a rash or breakouts. Wouldn&#039;t hesitate to stock up on this stuff once my current supply runs out.",2015-06-21T03:31:00.000Z,2800247,thumb/h/145/0_6_2_9_2247940.JPG,mbennett23,1,Combination,Fair,Unknown,Blond,Unknown,Unknown,Hazel,19-24,4
92,308,Neutrogena,22,Sunscreen,0,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"I am definitely in love with this product! I love it how it doesn&#039;t leave a greasy feeling on my face and it&#039;s absolutely great under makeup! If you have acne prone skin like I do, I would definitely recommend for you to try it.   ",2015-06-17T10:01:00.000Z,2799140,thumb/h/145/0_6_2_9_2247940.JPG,pnkct,0,Acne-prone,Fair-Medium,Unknown,Brown,Unknown,Unknown,Black,25-29,15
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"HG Face sunscreen.  I love that it leaves your skin with a matte (but not too dry) finish, so it&#039;s easy to use under makeup. I have very combination skin - flaky areas and then very oily areas. If my skin is feeling oily, I&#039;ll use this as my moisturizer or if my skin is feeling dry i&#039;ll use this on top of moisturizer.  I&#039;ve been using it for 2+ months now and it hasn&#039;t broken me out also since starting to use this, my acne marks &amp; dark spots are definitely fading! I spend a lot of time outside walking to work (in NYC) so sun protection is very important.  Highly recommend.  It&#039;s also a reasonable price and you do get a lot. 

I will note that like others have mentioned, sometimes there is a stinging on my face &amp; under my eyes.  It is usually when my face is feeling irritated already though

Update: this has harmful chemicals such as Oxybenzone so I have stopped using it.  I&#039;m using Josie Maran&#039;s SPF 47 moisturizer now, which is not at all similar in texture or finish. But it is more natural. ",2015-06-13T11:25:00.000Z,2797985,thumb/h/145/0_6_2_9_2247940.JPG,carolyntaggart,2,Sensitive,Fair-Medium,Warm,Brunette,Straight,Medium,Blue,19-24,40
92,308,Neutrogena,22,Sunscreen,0,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,1,Burned my skin immediately had to wash it off,2015-06-07T20:14:00.000Z,2796354,thumb/h/145/0_6_2_9_2247940.JPG,Brooklynzigzag,0,Combination,Fair,Warm,Black,Straight,Medium,Green,25-29,61
92,308,Neutrogena,22,Sunscreen,0,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,2,Broke me out unfortunately. I have very sensitive skin and I think the chemical sunscreens irritated my skin :(,2015-05-31T22:27:00.000Z,2794234,thumb/h/145/0_6_2_9_2247940.JPG,Emcostello123,0,Acne-prone,Fair,Unknown,Blond,Unknown,Unknown,Green,19-24,3
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"This is the sunscreen I use when I need a higher SPF because some of the foundations or BB creams I have used in the past have SPF 15 in it but that is not enough for me.

It dries very fast and doesn&#039;t leave an oily residue which I like. I also haven&#039;t experienced breakouts after I use it.

",2015-04-21T21:09:00.000Z,2782237,thumb/h/145/0_6_2_9_2247940.JPG,tigrita,1,Very Oily,Medium,Unknown,Brown,Unknown,Unknown,Brown,25-29,4
92,308,Neutrogena,22,Sunscreen,2,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"I had to hunt this down a bit, but since I&#039;ve been using it,  it is my absolute go to. I do experience a slight burning sensation just under my eyes on my cheeks but it goes away after a little. That&#039;s really my only complaint. I haven&#039;t experienced pimples, rashes and I don&#039;t notice any offensive smell or white cast left on my face. Leaves my skin matte finish for about 18 hours and its excellent for every day use under makeup. Love it so much I went back and bought two more! ",2015-04-01T08:41:00.000Z,2775213,thumb/h/145/0_6_2_9_2247940.JPG,emiche89,2,Oily,Fair-Medium,Unknown,Brown,Unknown,Unknown,Gray,25-29,2
92,308,Neutrogena,22,Sunscreen,0,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"I&#039;m really impressed with this sunscreen. I have sensitive, acne-prone skin with dry spots here and there. It protects my skin really well from sun damage and keeps my skin looking oil free all day. I don&#039;t know what ingredient does that but usually sunscreens cause my skin to get really oily looking by mid day. I also like the fact that it is fragrance free. Why complicate things for sensitive acne-prone skin by adding fragrance? Anyway, this sunscreen did not irritate my skin at all.",2015-03-17T21:19:00.000Z,2770237,thumb/h/145/0_6_2_9_2247940.JPG,morningsunshine,0,Sensitive,Fair-Medium,Unknown,Brown,Unknown,Unknown,Brown,44-55,1
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,5,"This stuff is amazing. I used to use Olay Sensitive Skin SPF 15, as recommended by Acne.org, but this one works so much better. It doesn&#039;t break me out at all. I have sensitive skin and it doesn&#039;t make it red or anything and doesn&#039;t irritate my eyes which is always a major problem for me. The Olay one is a thicker cream and it ever so slightly might have contribute to my breakouts. This one works great over benzoyl peroxide and anything else without it feeling heavy or masky. It is a thinner liquid and doesn&#039;t really have that typical SPF odor. The thinner &quot;fluid&quot; texture almost makes it spread easier and absorb quicker without having to really work it in and cause irritation. It absorbs great and doesn&#039;t give you white streaks and when I go to the gym, it doesn&#039;t streak when I sweat. Why didn&#039;t they make this amazing sunscreen sooner? It is now the only one I regularly use. It is really great. I also like that it is SPF 30. ",2015-02-06T04:58:00.000Z,2755749,thumb/h/145/0_6_2_9_2247940.JPG,redmakeup,1,Sensitive,Fair-Medium,Warm,Brown,Curly,Medium,Green,30-35,227
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,4,"This is my current daily sunscreen and the first I&#039;ve truly been able to wear under bb cream every single day without breakouts -- applying enough to actually provide protection rather than a tiny symbolic smear. I wouldn&#039;t mind if it were a tiny bit mattifying... it&#039;s at least fairly shine-neutral, though. I don&#039;t notice a whitening effect on my face, but do note that it may transfer from your neck or chest onto dark clothing over time. It looks white there :/ The light fluid is easy to distribute and while a pump might be nice, the cap doesn&#039;t leak. I occasionally feel a tiny bit of burn but it disappears quickly and never causes any visible irritation.

The best thing about this product has been the improvement in my skin from consistently limiting sun exposure, which I was never able to manage before. I wouldn&#039;t be without it.",2014-11-15T18:44:00.000Z,2726492,thumb/h/145/0_6_2_9_2247940.JPG,squint,1,Acne-prone,Fair,Neutral,Red,Straight,Fine,Brown,36-43,16
92,308,Neutrogena,22,Sunscreen,1,151181,Clear Face Break-Out Free Liquid- Lotion Sunblock SPF 30,2,"Really wanted to like this product- it was cheap ($15AUD), easy to apply, not greasy, nor did it leave a white cast. The smell was a bit much (smelt a lot like sunscreen but bearable).

However at the end of the day, it gave me small red pimples all over my face!!! As another reviewer said, it&#039;s a bit odd that it doesn&#039;t contain zinc oxide which is meant to be beneficial for acne prone skin. 

I wanted to try this as I usually use the La Roche Posay Anthelios 50 Mineral Sunscreen Fluid which doesn&#039;t cause pimples, but has a white caste, or the Oasis Beauty SPF 30+ Healthy Family Suncreen (has Shea butter, jojoba oil and zinc oxid), which is good but doesn&#039;t dry to completely matte.

Would not recommend even for neck/décolletage as some other reviewers mentioned that it caused them to break out even on their neck!",2014-10-26T10:25:00.000Z,2720239,thumb/h/145/0_6_2_9_2247940.JPG,wasaaabi,1,Dry,Fair-Medium,Warm,Black,Straight,Fine,Brown,25-29,13
